image,mask,case,slice
experiments\preprocessed_debug\images\t2_anatomy_reader1_s185.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s185.png,t2_anatomy_reader1,185
experiments\preprocessed_debug\images\t2_anatomy_reader1_s186.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s186.png,t2_anatomy_reader1,186
experiments\preprocessed_debug\images\t2_anatomy_reader1_s187.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s187.png,t2_anatomy_reader1,187
experiments\preprocessed_debug\images\t2_anatomy_reader1_s188.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s188.png,t2_anatomy_reader1,188
experiments\preprocessed_debug\images\t2_anatomy_reader1_s189.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s189.png,t2_anatomy_reader1,189
experiments\preprocessed_debug\images\t2_anatomy_reader1_s190.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s190.png,t2_anatomy_reader1,190
experiments\preprocessed_debug\images\t2_anatomy_reader1_s191.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s191.png,t2_anatomy_reader1,191
experiments\preprocessed_debug\images\t2_anatomy_reader1_s192.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s192.png,t2_anatomy_reader1,192
experiments\preprocessed_debug\images\t2_anatomy_reader1_s193.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s193.png,t2_anatomy_reader1,193
experiments\preprocessed_debug\images\t2_anatomy_reader1_s194.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s194.png,t2_anatomy_reader1,194
experiments\preprocessed_debug\images\t2_anatomy_reader1_s195.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s195.png,t2_anatomy_reader1,195
experiments\preprocessed_debug\images\t2_anatomy_reader1_s196.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s196.png,t2_anatomy_reader1,196
experiments\preprocessed_debug\images\t2_anatomy_reader1_s197.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s197.png,t2_anatomy_reader1,197
experiments\preprocessed_debug\images\t2_anatomy_reader1_s198.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s198.png,t2_anatomy_reader1,198
experiments\preprocessed_debug\images\t2_anatomy_reader1_s199.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s199.png,t2_anatomy_reader1,199
experiments\preprocessed_debug\images\t2_anatomy_reader1_s200.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s200.png,t2_anatomy_reader1,200
experiments\preprocessed_debug\images\t2_anatomy_reader1_s201.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s201.png,t2_anatomy_reader1,201
experiments\preprocessed_debug\images\t2_anatomy_reader1_s202.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s202.png,t2_anatomy_reader1,202
experiments\preprocessed_debug\images\t2_anatomy_reader1_s203.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s203.png,t2_anatomy_reader1,203
experiments\preprocessed_debug\images\t2_anatomy_reader1_s204.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s204.png,t2_anatomy_reader1,204
experiments\preprocessed_debug\images\t2_anatomy_reader1_s205.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s205.png,t2_anatomy_reader1,205
experiments\preprocessed_debug\images\t2_anatomy_reader1_s206.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s206.png,t2_anatomy_reader1,206
experiments\preprocessed_debug\images\t2_anatomy_reader1_s207.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s207.png,t2_anatomy_reader1,207
experiments\preprocessed_debug\images\t2_anatomy_reader1_s208.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s208.png,t2_anatomy_reader1,208
experiments\preprocessed_debug\images\t2_anatomy_reader1_s209.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s209.png,t2_anatomy_reader1,209
experiments\preprocessed_debug\images\t2_anatomy_reader1_s210.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s210.png,t2_anatomy_reader1,210
experiments\preprocessed_debug\images\t2_anatomy_reader1_s211.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s211.png,t2_anatomy_reader1,211
experiments\preprocessed_debug\images\t2_anatomy_reader1_s212.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s212.png,t2_anatomy_reader1,212
experiments\preprocessed_debug\images\t2_anatomy_reader1_s213.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s213.png,t2_anatomy_reader1,213
experiments\preprocessed_debug\images\t2_anatomy_reader1_s214.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s214.png,t2_anatomy_reader1,214
experiments\preprocessed_debug\images\t2_anatomy_reader1_s215.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s215.png,t2_anatomy_reader1,215
experiments\preprocessed_debug\images\t2_anatomy_reader1_s216.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s216.png,t2_anatomy_reader1,216
experiments\preprocessed_debug\images\t2_anatomy_reader1_s217.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s217.png,t2_anatomy_reader1,217
experiments\preprocessed_debug\images\t2_anatomy_reader1_s218.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s218.png,t2_anatomy_reader1,218
experiments\preprocessed_debug\images\t2_anatomy_reader1_s219.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s219.png,t2_anatomy_reader1,219
experiments\preprocessed_debug\images\t2_anatomy_reader1_s220.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s220.png,t2_anatomy_reader1,220
experiments\preprocessed_debug\images\t2_anatomy_reader1_s221.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s221.png,t2_anatomy_reader1,221
experiments\preprocessed_debug\images\t2_anatomy_reader1_s222.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s222.png,t2_anatomy_reader1,222
experiments\preprocessed_debug\images\t2_anatomy_reader1_s223.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s223.png,t2_anatomy_reader1,223
experiments\preprocessed_debug\images\t2_anatomy_reader1_s224.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s224.png,t2_anatomy_reader1,224
experiments\preprocessed_debug\images\t2_anatomy_reader1_s225.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s225.png,t2_anatomy_reader1,225
experiments\preprocessed_debug\images\t2_anatomy_reader1_s226.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s226.png,t2_anatomy_reader1,226
experiments\preprocessed_debug\images\t2_anatomy_reader1_s227.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s227.png,t2_anatomy_reader1,227
experiments\preprocessed_debug\images\t2_anatomy_reader1_s228.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s228.png,t2_anatomy_reader1,228
experiments\preprocessed_debug\images\t2_anatomy_reader1_s229.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s229.png,t2_anatomy_reader1,229
experiments\preprocessed_debug\images\t2_anatomy_reader1_s230.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s230.png,t2_anatomy_reader1,230
experiments\preprocessed_debug\images\t2_anatomy_reader1_s231.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s231.png,t2_anatomy_reader1,231
experiments\preprocessed_debug\images\t2_anatomy_reader2_s000.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s000.png,t2_anatomy_reader2,0
experiments\preprocessed_debug\images\t2_anatomy_reader2_s001.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s001.png,t2_anatomy_reader2,1
experiments\preprocessed_debug\images\t2_anatomy_reader2_s002.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s002.png,t2_anatomy_reader2,2
experiments\preprocessed_debug\images\t2_anatomy_reader2_s003.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s003.png,t2_anatomy_reader2,3
experiments\preprocessed_debug\images\t2_anatomy_reader2_s004.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s004.png,t2_anatomy_reader2,4
experiments\preprocessed_debug\images\t2_anatomy_reader2_s005.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s005.png,t2_anatomy_reader2,5
experiments\preprocessed_debug\images\t2_anatomy_reader2_s006.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s006.png,t2_anatomy_reader2,6
experiments\preprocessed_debug\images\t2_anatomy_reader2_s007.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s007.png,t2_anatomy_reader2,7
experiments\preprocessed_debug\images\t2_anatomy_reader2_s008.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s008.png,t2_anatomy_reader2,8
experiments\preprocessed_debug\images\t2_anatomy_reader2_s009.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s009.png,t2_anatomy_reader2,9
experiments\preprocessed_debug\images\t2_anatomy_reader2_s010.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s010.png,t2_anatomy_reader2,10
experiments\preprocessed_debug\images\t2_anatomy_reader2_s011.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s011.png,t2_anatomy_reader2,11
experiments\preprocessed_debug\images\t2_anatomy_reader2_s012.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s012.png,t2_anatomy_reader2,12
experiments\preprocessed_debug\images\t2_anatomy_reader2_s013.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s013.png,t2_anatomy_reader2,13
experiments\preprocessed_debug\images\t2_anatomy_reader2_s014.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s014.png,t2_anatomy_reader2,14
experiments\preprocessed_debug\images\t2_anatomy_reader2_s015.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s015.png,t2_anatomy_reader2,15
experiments\preprocessed_debug\images\t2_anatomy_reader2_s016.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s016.png,t2_anatomy_reader2,16
experiments\preprocessed_debug\images\t2_anatomy_reader2_s017.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s017.png,t2_anatomy_reader2,17
experiments\preprocessed_debug\images\t2_anatomy_reader2_s018.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s018.png,t2_anatomy_reader2,18
experiments\preprocessed_debug\images\t2_anatomy_reader2_s019.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s019.png,t2_anatomy_reader2,19
experiments\preprocessed_debug\images\t2_anatomy_reader2_s020.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s020.png,t2_anatomy_reader2,20
experiments\preprocessed_debug\images\t2_anatomy_reader2_s021.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s021.png,t2_anatomy_reader2,21
experiments\preprocessed_debug\images\t2_anatomy_reader2_s022.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s022.png,t2_anatomy_reader2,22
experiments\preprocessed_debug\images\t2_anatomy_reader2_s023.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s023.png,t2_anatomy_reader2,23
experiments\preprocessed_debug\images\t2_anatomy_reader2_s024.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s024.png,t2_anatomy_reader2,24
experiments\preprocessed_debug\images\t2_anatomy_reader2_s025.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s025.png,t2_anatomy_reader2,25
experiments\preprocessed_debug\images\t2_anatomy_reader2_s026.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s026.png,t2_anatomy_reader2,26
experiments\preprocessed_debug\images\t2_anatomy_reader2_s027.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s027.png,t2_anatomy_reader2,27
experiments\preprocessed_debug\images\t2_anatomy_reader2_s028.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s028.png,t2_anatomy_reader2,28
experiments\preprocessed_debug\images\t2_anatomy_reader2_s029.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s029.png,t2_anatomy_reader2,29
experiments\preprocessed_debug\images\t2_anatomy_reader2_s030.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s030.png,t2_anatomy_reader2,30
experiments\preprocessed_debug\images\t2_anatomy_reader2_s031.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s031.png,t2_anatomy_reader2,31
experiments\preprocessed_debug\images\t2_anatomy_reader2_s032.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s032.png,t2_anatomy_reader2,32
experiments\preprocessed_debug\images\t2_anatomy_reader2_s033.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s033.png,t2_anatomy_reader2,33
experiments\preprocessed_debug\images\t2_anatomy_reader2_s034.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s034.png,t2_anatomy_reader2,34
experiments\preprocessed_debug\images\t2_anatomy_reader2_s035.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s035.png,t2_anatomy_reader2,35
experiments\preprocessed_debug\images\t2_anatomy_reader2_s036.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s036.png,t2_anatomy_reader2,36
experiments\preprocessed_debug\images\t2_anatomy_reader2_s037.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s037.png,t2_anatomy_reader2,37
experiments\preprocessed_debug\images\t2_anatomy_reader2_s038.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s038.png,t2_anatomy_reader2,38
experiments\preprocessed_debug\images\t2_anatomy_reader2_s039.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s039.png,t2_anatomy_reader2,39
experiments\preprocessed_debug\images\t2_anatomy_reader2_s040.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s040.png,t2_anatomy_reader2,40
experiments\preprocessed_debug\images\t2_anatomy_reader2_s041.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s041.png,t2_anatomy_reader2,41
experiments\preprocessed_debug\images\t2_anatomy_reader2_s042.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s042.png,t2_anatomy_reader2,42
experiments\preprocessed_debug\images\t2_anatomy_reader2_s043.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s043.png,t2_anatomy_reader2,43
experiments\preprocessed_debug\images\t2_anatomy_reader2_s044.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s044.png,t2_anatomy_reader2,44
experiments\preprocessed_debug\images\t2_anatomy_reader2_s045.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s045.png,t2_anatomy_reader2,45
experiments\preprocessed_debug\images\t2_anatomy_reader2_s046.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s046.png,t2_anatomy_reader2,46
experiments\preprocessed_debug\images\t2_anatomy_reader2_s047.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s047.png,t2_anatomy_reader2,47
experiments\preprocessed_debug\images\t2_anatomy_reader2_s048.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s048.png,t2_anatomy_reader2,48
experiments\preprocessed_debug\images\t2_anatomy_reader2_s049.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s049.png,t2_anatomy_reader2,49
experiments\preprocessed_debug\images\t2_anatomy_reader2_s050.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s050.png,t2_anatomy_reader2,50
experiments\preprocessed_debug\images\t2_anatomy_reader2_s051.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s051.png,t2_anatomy_reader2,51
experiments\preprocessed_debug\images\t2_anatomy_reader2_s052.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s052.png,t2_anatomy_reader2,52
experiments\preprocessed_debug\images\t2_anatomy_reader2_s053.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s053.png,t2_anatomy_reader2,53
experiments\preprocessed_debug\images\t2_anatomy_reader2_s054.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s054.png,t2_anatomy_reader2,54
experiments\preprocessed_debug\images\t2_anatomy_reader2_s055.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s055.png,t2_anatomy_reader2,55
experiments\preprocessed_debug\images\t2_anatomy_reader2_s056.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s056.png,t2_anatomy_reader2,56
experiments\preprocessed_debug\images\t2_anatomy_reader2_s057.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s057.png,t2_anatomy_reader2,57
experiments\preprocessed_debug\images\t2_anatomy_reader2_s058.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s058.png,t2_anatomy_reader2,58
experiments\preprocessed_debug\images\t2_anatomy_reader2_s059.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s059.png,t2_anatomy_reader2,59
experiments\preprocessed_debug\images\t2_anatomy_reader2_s060.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s060.png,t2_anatomy_reader2,60
experiments\preprocessed_debug\images\t2_anatomy_reader2_s061.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s061.png,t2_anatomy_reader2,61
experiments\preprocessed_debug\images\t2_anatomy_reader2_s062.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s062.png,t2_anatomy_reader2,62
experiments\preprocessed_debug\images\t2_anatomy_reader2_s063.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s063.png,t2_anatomy_reader2,63
experiments\preprocessed_debug\images\t2_anatomy_reader2_s064.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s064.png,t2_anatomy_reader2,64
experiments\preprocessed_debug\images\t2_anatomy_reader2_s065.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s065.png,t2_anatomy_reader2,65
experiments\preprocessed_debug\images\t2_anatomy_reader2_s066.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s066.png,t2_anatomy_reader2,66
experiments\preprocessed_debug\images\t2_anatomy_reader2_s067.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s067.png,t2_anatomy_reader2,67
experiments\preprocessed_debug\images\t2_anatomy_reader2_s068.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s068.png,t2_anatomy_reader2,68
experiments\preprocessed_debug\images\t2_anatomy_reader2_s069.png,experiments\preprocessed_debug\masks\t2_anatomy_reader2_s069.png,t2_anatomy_reader2,69
